n_months,n_boot,block_length,sharpe_point,sharpe_ci_lo,sharpe_ci_hi,sharpe_pval_vs_spy,cagr_point,cagr_ci_lo,cagr_ci_hi,cagr_pval_vs_spy,maxdd_point,maxdd_ci_lo,maxdd_ci_hi,spy_sharpe,spy_cagr
241,1000,12,0.7215,0.3232,1.1675,0.434,0.0845,0.0473,0.1193,0.128,-0.2102,-0.3245,-0.1045,0.76,0.1055
